Extracted:,"United Nations High Commissioner for Refugees"
"Date extracted:","03/12/2023 02:29"
"Last updated:","03/12/2023 02:29"
"Some data presented may differ from statistics published previously due to retroactive changes or the inclusion of previously unavailable data."

"Data table contains the following:",Solutions
"Data table contains the following:",Solutions
"Content type","Total flow figures"
"Data quick link",https://www.unhcr.org/refugee-statistics/download/?url=56trCL
"Data definitions",https://www.unhcr.org/refugee-statistics/methodology/
"Usage licence",https://creativecommons.org/licenses/by/4.0/
"Solution types included","RET,RDP,RST,NAT"
Years:
Origin:,all
"Country of asylum:",all
Year,"Country of origin","Country of origin (ISO)","Country of asylum","Country of asylum (ISO)","Returned refugees","Returned IDPss","Resettlement arrivals",Naturalisation
2018,Afghanistan,AFG,"Netherlands (Kingdom of the)",NLD,-,-,-,470
2018,Afghanistan,AFG,Ukraine,UKR,-,-,-,92
2018,Albania,ALB,Canada,CAN,-,-,-,81
2018,Albania,ALB,France,FRA,-,-,-,31
2018,Algeria,DZA,Canada,CAN,-,-,-,59
2018,Algeria,DZA,France,FRA,-,-,-,57
2018,Angola,AGO,France,FRA,-,-,-,58
2018,Angola,AGO,Ireland,IRL,-,-,-,5
2018,Angola,AGO,"Netherlands (Kingdom of the)",NLD,-,-,-,8
2018,"Antigua and Barbuda",ATG,Canada,CAN,-,-,-,5
2018,Egypt,EGY,France,FRA,-,-,-,35
2018,Egypt,EGY,"Netherlands (Kingdom of the)",NLD,-,-,-,25
2018,Argentina,ARG,Canada,CAN,-,-,-,5
2018,Armenia,ARM,Canada,CAN,-,-,-,15
2018,Armenia,ARM,France,FRA,-,-,-,112
2018,Armenia,ARM,"Netherlands (Kingdom of the)",NLD,-,-,-,30
2018,Azerbaijan,AZE,Armenia,ARM,-,-,-,74
2018,Azerbaijan,AZE,Canada,CAN,-,-,-,9
2018,Azerbaijan,AZE,France,FRA,-,-,-,100
2018,Azerbaijan,AZE,"Netherlands (Kingdom of the)",NLD,-,-,-,5
2018,Barbados,BRB,Canada,CAN,-,-,-,5
2018,Burundi,BDI,France,FRA,-,-,-,10
2018,Burundi,BDI,"Netherlands (Kingdom of the)",NLD,-,-,-,15
2018,Belgium,BEL,Canada,CAN,-,-,-,5
2018,Benin,BEN,Canada,CAN,-,-,-,17
2018,Benin,BEN,France,FRA,-,-,-,5
2018,Bangladesh,BGD,Canada,CAN,-,-,-,63
2018,Bangladesh,BGD,France,FRA,-,-,-,133
2018,Bahamas,BHS,Canada,CAN,-,-,-,5
2018,Bhutan,BTN,France,FRA,-,-,-,5
2018,Bhutan,BTN,"Netherlands (Kingdom of the)",NLD,-,-,-,17
2018,"Burkina Faso",BFA,Canada,CAN,-,-,-,14
2018,Belarus,BLR,France,FRA,-,-,-,8
2018,Belarus,BLR,"Netherlands (Kingdom of the)",NLD,-,-,-,6
2018,Belarus,BLR,Ukraine,UKR,-,-,-,5
2018,Botswana,BWA,Canada,CAN,-,-,-,74
2018,"Bosnia and Herzegovina",BIH,Canada,CAN,-,-,-,28
2018,"Bosnia and Herzegovina",BIH,France,FRA,-,-,-,27
2018,Bulgaria,BGR,Canada,CAN,-,-,-,19
2018,Belize,BLZ,Canada,CAN,-,-,-,5
2018,Cambodia,KHM,Canada,CAN,-,-,-,15
2018,Cambodia,KHM,France,FRA,-,-,-,77
2018,"Cayman Islands",CYM,Canada,CAN,-,-,-,5
2018,Chad,TCD,"Burkina Faso",BFA,-,-,-,5
2018,China,CHN,France,FRA,-,-,-,74
2018,China,CHN,"Netherlands (Kingdom of the)",NLD,-,-,-,128
2018,Chile,CHL,Canada,CAN,-,-,-,8
2018,Cameroon,CMR,France,FRA,-,-,-,26
2018,Cameroon,CMR,"Netherlands (Kingdom of the)",NLD,-,-,-,8
2018,Congo,COG,France,FRA,-,-,-,57
2018,"Dem. Rep. of the Congo",COD,Ireland,IRL,-,-,-,6
2018,Comoros,COM,France,FRA,-,-,-,16
2018,Colombia,COL,"Costa Rica",CRI,-,-,-,93
2018,Colombia,COL,France,FRA,-,-,-,13
2018,Colombia,COL,"Netherlands (Kingdom of the)",NLD,-,-,-,6
2018,"Costa Rica",CRI,Canada,CAN,-,-,-,7
2018,Cuba,CUB,Canada,CAN,-,-,-,126
2018,Cuba,CUB,"Costa Rica",CRI,-,-,-,5
2018,Cuba,CUB,France,FRA,-,-,-,8
2018,Cuba,CUB,Slovakia,SVK,-,-,-,8
2018,Czechia,CZE,Canada,CAN,-,-,-,14
2018,Djibouti,DJI,Canada,CAN,-,-,-,72
2018,Djibouti,DJI,France,FRA,-,-,-,5
2018,"Dominican Rep.",DOM,Canada,CAN,-,-,-,14
2018,Ecuador,ECU,France,FRA,-,-,-,5
2018,Ethiopia,ETH,"Netherlands (Kingdom of the)",NLD,-,-,-,61
2018,Fiji,FJI,Canada,CAN,-,-,-,7
2018,France,FRA,Canada,CAN,-,-,-,13
2018,Gambia,GMB,France,FRA,-,-,-,5
2018,Palestinian,PSE,"Netherlands (Kingdom of the)",NLD,-,-,-,7
2018,"United Kingdom of Great Britain and Northern Ireland",GBR,Canada,CAN,-,-,-,5
2018,Georgia,GEO,Canada,CAN,-,-,-,14
2018,Georgia,GEO,France,FRA,-,-,-,44
2018,Germany,DEU,Canada,CAN,-,-,-,11
2018,Ghana,GHA,Canada,CAN,-,-,-,39
2018,Ghana,GHA,France,FRA,-,-,-,5
2018,Guinea-Bissau,GNB,France,FRA,-,-,-,12
2018,Greece,GRC,Canada,CAN,-,-,-,47
2018,Guinea,GIN,France,FRA,-,-,-,129
2018,Guinea,GIN,"Netherlands (Kingdom of the)",NLD,-,-,-,56
2018,Guyana,GUY,Canada,CAN,-,-,-,13
2018,Haiti,HTI,Canada,CAN,-,-,-,715
2018,Haiti,HTI,France,FRA,-,-,-,75
2018,"China, Hong Kong SAR",HKG,Canada,CAN,-,-,-,6
2018,Croatia,HRV,Canada,CAN,-,-,-,7
2018,Hungary,HUN,Canada,CAN,-,-,-,29
2018,"Cote d'Ivoire",CIV,"Netherlands (Kingdom of the)",NLD,-,-,-,18
2018,India,IND,France,FRA,-,-,-,5
2018,Indonesia,IDN,Canada,CAN,-,-,-,18
2018,"Iran (Islamic Rep. of)",IRN,"Netherlands (Kingdom of the)",NLD,-,-,-,384
2018,Iraq,IRQ,Ukraine,UKR,-,-,-,5
2018,Israel,ISR,Canada,CAN,-,-,-,12
2018,Italy,ITA,Canada,CAN,-,-,-,5
2018,Jamaica,JAM,"Netherlands (Kingdom of the)",NLD,-,-,-,14
2018,Jordan,JOR,"Netherlands (Kingdom of the)",NLD,-,-,-,8
2018,Jordan,JOR,Slovakia,SVK,-,-,-,5
2018,Kazakhstan,KAZ,Canada,CAN,-,-,-,7
2018,Kazakhstan,KAZ,France,FRA,-,-,-,8
2018,Kenya,KEN,France,FRA,-,-,-,5
2018,Kyrgyzstan,KGZ,Canada,CAN,-,-,-,6
2018,Kyrgyzstan,KGZ,France,FRA,-,-,-,9
2018,"Rep. of Korea",KOR,Canada,CAN,-,-,-,11
2018,Kuwait,KWT,Canada,CAN,-,-,-,27
2018,"Lao People's Dem. Rep.",LAO,Canada,CAN,-,-,-,6
2018,"Lao People's Dem. Rep.",LAO,France,FRA,-,-,-,53
2018,Liberia,LBR,France,FRA,-,-,-,5
2018,Liberia,LBR,"Netherlands (Kingdom of the)",NLD,-,-,-,7
2018,Libya,LBY,Canada,CAN,-,-,-,38
2018,Libya,LBY,France,FRA,-,-,-,5
2018,Libya,LBY,"Netherlands (Kingdom of the)",NLD,-,-,-,5
2018,"Saint Lucia",LCA,Canada,CAN,-,-,-,60
2018,Lebanon,LBN,France,FRA,-,-,-,5
2018,"Sri Lanka",LKA,"Netherlands (Kingdom of the)",NLD,-,-,-,72
2018,Madagascar,MDG,France,FRA,-,-,-,7
2018,Mauritania,MRT,France,FRA,-,-,-,99
2018,"North Macedonia",MKD,Canada,CAN,-,-,-,14
2018,"North Macedonia",MKD,France,FRA,-,-,-,7
2018,"Rep. of Moldova",MDA,Canada,CAN,-,-,-,24
2018,"Rep. of Moldova",MDA,France,FRA,-,-,-,5
2018,Mexico,MEX,Canada,CAN,-,-,-,410
2018,Malaysia,MYS,Canada,CAN,-,-,-,30
2018,Malawi,MWI,Canada,CAN,-,-,-,12
2018,Mongolia,MNG,Canada,CAN,-,-,-,12
2018,Morocco,MAR,France,FRA,-,-,-,6
2018,Mozambique,MOZ,Canada,CAN,-,-,-,5
2018,Myanmar,MMR,"Netherlands (Kingdom of the)",NLD,-,-,-,61
2018,Namibia,NAM,Canada,CAN,-,-,-,50
2018,Nepal,NPL,Canada,CAN,-,-,-,300
2018,Nepal,NPL,France,FRA,-,-,-,5
2018,Nepal,NPL,"Netherlands (Kingdom of the)",NLD,-,-,-,11
2018,"Netherlands (Kingdom of the)",NLD,Canada,CAN,-,-,-,6
2018,Niger,NER,Canada,CAN,-,-,-,10
2018,Nicaragua,NIC,Canada,CAN,-,-,-,12
2018,Nicaragua,NIC,"Costa Rica",CRI,-,-,-,9
2018,Nigeria,NGA,"Netherlands (Kingdom of the)",NLD,-,-,-,20
2018,Oman,OMN,Canada,CAN,-,-,-,5
2018,Pakistan,PAK,France,FRA,-,-,-,18
2018,Pakistan,PAK,Ireland,IRL,-,-,-,5
2018,Pakistan,PAK,"Netherlands (Kingdom of the)",NLD,-,-,-,81
2018,Panama,PAN,Canada,CAN,-,-,-,5
2018,Peru,PER,Canada,CAN,-,-,-,36
2018,Poland,POL,Canada,CAN,-,-,-,16
2018,Qatar,QAT,Canada,CAN,-,-,-,9
2018,Romania,ROU,Canada,CAN,-,-,-,11
2018,"Russian Federation",RUS,Canada,CAN,-,-,-,119
2018,"Russian Federation",RUS,France,FRA,-,-,-,181
2018,"Russian Federation",RUS,"Netherlands (Kingdom of the)",NLD,-,-,-,10
2018,Rwanda,RWA,"Burkina Faso",BFA,-,-,-,10
2018,Rwanda,RWA,"Netherlands (Kingdom of the)",NLD,-,-,-,10
2018,"El Salvador",SLV,"Costa Rica",CRI,-,-,-,8
2018,"Saudi Arabia",SAU,Canada,CAN,-,-,-,95
2018,Senegal,SEN,France,FRA,-,-,-,24
2018,Senegal,SEN,Guinea-Bissau,GNB,-,-,-,3473
2018,"Sierra Leone",SLE,Canada,CAN,-,-,-,21
2018,"Sierra Leone",SLE,France,FRA,-,-,-,7
2018,"Sierra Leone",SLE,"Netherlands (Kingdom of the)",NLD,-,-,-,42
2018,Spain,ESP,Canada,CAN,-,-,-,5
2018,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,"Bosnia and Herzegovina",BIH,-,-,-,6
2018,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Canada,CAN,-,-,-,45
2018,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,France,FRA,-,-,-,163
2018,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Ireland,IRL,-,-,-,5
2018,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,"North Macedonia",MKD,-,-,-,8
2018,"South Sudan",SSD,Ireland,IRL,-,-,-,5
2018,Stateless,XXA,"Netherlands (Kingdom of the)",NLD,-,-,-,2167
2018,Eswatini,SWZ,Canada,CAN,-,-,-,28
2018,Sweden,SWE,Canada,CAN,-,-,-,5
2018,Switzerland,CHE,Canada,CAN,-,-,-,5
2018,"Syrian Arab Rep.",SYR,Slovakia,SVK,-,-,-,6
2018,"Syrian Arab Rep.",SYR,Ukraine,UKR,-,-,-,8
2018,"United Rep. of Tanzania",TZA,Canada,CAN,-,-,-,30
2018,Thailand,THA,Canada,CAN,-,-,-,110
2018,Tibetan,TIB,Canada,CAN,-,-,-,32
2018,Tajikistan,TJK,Canada,CAN,-,-,-,9
2018,Tajikistan,TJK,"Netherlands (Kingdom of the)",NLD,-,-,-,5
2018,Turkmenistan,TKM,Canada,CAN,-,-,-,5
2018,Togo,TGO,France,FRA,-,-,-,22
2018,Tunisia,TUN,France,FRA,-,-,-,5
2018,Türkiye,TUR,Canada,CAN,-,-,-,164
2018,Türkiye,TUR,"Netherlands (Kingdom of the)",NLD,-,-,-,12
2018,"United Arab Emirates",ARE,Canada,CAN,-,-,-,34
2018,Uganda,UGA,France,FRA,-,-,-,5
2018,Uganda,UGA,"Netherlands (Kingdom of the)",NLD,-,-,-,37
2018,"Unknown ",UNK,Canada,CAN,-,-,-,28
2018,"Unknown ",UNK,France,FRA,-,-,-,5
2018,Ukraine,UKR,Canada,CAN,-,-,-,77
2018,Ukraine,UKR,France,FRA,-,-,-,10
2018,Uzbekistan,UZB,France,FRA,-,-,-,5
2018,Uzbekistan,UZB,Latvia,LVA,-,-,-,5
2018,"Saint Vincent and the Grenadines",VCT,Canada,CAN,-,-,-,82
2018,"Venezuela (Bolivarian Republic of)",VEN,"Costa Rica",CRI,-,-,-,19
2018,"Western Sahara",ESH,France,FRA,-,-,-,11
2018,Yemen,YEM,France,FRA,-,-,-,5
2018,Yemen,YEM,"Netherlands (Kingdom of the)",NLD,-,-,-,6
2018,Zambia,ZMB,Canada,CAN,-,-,-,24
2018,Zimbabwe,ZWE,Canada,CAN,-,-,-,148
2018,Afghanistan,AFG,Afghanistan,AFG,-,73527,-,-
2018,"Central African Rep.",CAF,"Central African Rep.",CAF,-,306246,-,-
2018,Cameroon,CMR,Cameroon,CMR,-,67653,-,-
2018,Iraq,IRQ,Iraq,IRQ,-,944958,-,-
2018,Libya,LBY,Libya,LBY,-,43681,-,-
2018,"Sri Lanka",LKA,"Sri Lanka",LKA,-,3849,-,-
2018,Mozambique,MOZ,Mozambique,MOZ,-,8845,-,-
2018,Myanmar,MMR,Myanmar,MMR,-,379,-,-
2018,Niger,NER,Niger,NER,-,24727,-,-
2018,Nigeria,NGA,Nigeria,NGA,-,176155,-,-
2018,Pakistan,PAK,Pakistan,PAK,-,83454,-,-
2018,Philippines,PHL,Philippines,PHL,-,445655,-,-
2018,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,-,197,-,-
2018,Yemen,YEM,Yemen,YEM,-,133600,-,-
2019,Afghanistan,AFG,Azerbaijan,AZE,5,-,-,-
2019,Afghanistan,AFG,India,IND,72,-,-,84
2019,Afghanistan,AFG,Indonesia,IDN,57,-,-,-
2019,Afghanistan,AFG,"Iran (Islamic Rep. of)",IRN,1952,-,-,-
2019,Afghanistan,AFG,Kenya,KEN,5,-,-,-
2019,Afghanistan,AFG,Pakistan,PAK,6232,-,-,-
2019,Afghanistan,AFG,"Russian Federation",RUS,5,-,-,7
2019,Afghanistan,AFG,Tajikistan,TJK,76,-,-,-
2019,Burundi,BDI,"Dem. Rep. of the Congo",COD,101,-,-,-
2019,Burundi,BDI,Kenya,KEN,156,-,-,-
2019,Burundi,BDI,"United Rep. of Tanzania",TZA,20916,-,-,-
2019,Burundi,BDI,Zambia,ZMB,5,-,-,-
2019,"Central African Rep.",CAF,Benin,BEN,25,-,-,-
2019,"Central African Rep.",CAF,"Burkina Faso",BFA,19,-,-,-
2019,"Central African Rep.",CAF,Chad,TCD,13669,-,-,-
2019,"Central African Rep.",CAF,Cameroon,CMR,13568,-,-,-
2019,"Central African Rep.",CAF,Congo,COG,6216,-,-,-
2019,"Central African Rep.",CAF,"Dem. Rep. of the Congo",COD,12925,-,-,-
2019,"Central African Rep.",CAF,Ghana,GHA,5,-,-,-
2019,"Central African Rep.",CAF,"Cote d'Ivoire",CIV,10,-,-,-
2019,"Central African Rep.",CAF,Mali,MLI,35,-,-,-
2019,"Central African Rep.",CAF,Niger,NER,5,-,-,-
2019,"Central African Rep.",CAF,Senegal,SEN,13,-,-,-
2019,"Central African Rep.",CAF,Togo,TGO,33,-,-,-
2019,Chad,TCD,Cameroon,CMR,5,-,-,-
2019,Chad,TCD,Gabon,GAB,5,-,-,10
2019,Chad,TCD,Sudan,SDN,296,-,-,-
2019,Congo,COG,"Dem. Rep. of the Congo",COD,5,-,-,-
2019,"Dem. Rep. of the Congo",COD,Angola,AGO,18611,-,-,-
2019,"Dem. Rep. of the Congo",COD,Burundi,BDI,1562,-,-,-
2019,"Dem. Rep. of the Congo",COD,Cameroon,CMR,11,-,-,-
2019,"Dem. Rep. of the Congo",COD,Kenya,KEN,96,-,-,-
2019,"Dem. Rep. of the Congo",COD,Namibia,NAM,6,-,-,-
2019,"Dem. Rep. of the Congo",COD,"South Africa",ZAF,102,-,-,-
2019,"Dem. Rep. of the Congo",COD,"Russian Federation",RUS,5,-,-,-
2019,"Dem. Rep. of the Congo",COD,"United Rep. of Tanzania",TZA,1482,-,-,-
2019,"Dem. Rep. of the Congo",COD,Uganda,UGA,1961,-,-,-
2019,"Dem. Rep. of the Congo",COD,Zambia,ZMB,24,-,-,-
2019,Colombia,COL,"Venezuela (Bolivarian Republic of)",VEN,31,-,-,-
2019,Eritrea,ERI,Israel,ISR,376,-,-,-
2019,Eritrea,ERI,Kenya,KEN,6,-,-,-
2019,Eritrea,ERI,Libya,LBY,52,-,-,-
2019,Ethiopia,ETH,Kenya,KEN,45,-,-,-
2019,Ethiopia,ETH,Sudan,SDN,94,-,-,-
2019,Croatia,HRV,"Bosnia and Herzegovina",BIH,7,-,-,5
2019,Croatia,HRV,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,6,-,-,-
2019,"Cote d'Ivoire",CIV,Benin,BEN,8,-,-,-
2019,"Cote d'Ivoire",CIV,Ghana,GHA,827,-,-,-
2019,"Cote d'Ivoire",CIV,Guinea,GIN,598,-,-,-
2019,"Cote d'Ivoire",CIV,Liberia,LBR,1524,-,-,-
2019,"Cote d'Ivoire",CIV,Mali,MLI,239,-,-,-
2019,"Cote d'Ivoire",CIV,Togo,TGO,49,-,-,-
2019,"Iran (Islamic Rep. of)",IRN,Indonesia,IDN,5,-,-,-
2019,Iraq,IRQ,India,IND,31,-,-,-
2019,Iraq,IRQ,Indonesia,IDN,12,-,-,-
2019,Iraq,IRQ,"Iran (Islamic Rep. of)",IRN,57,-,-,-
2019,Liberia,LBR,Senegal,SEN,6,-,-,-
2019,"Sri Lanka",LKA,India,IND,1058,-,-,-
2019,"Sri Lanka",LKA,Indonesia,IDN,10,-,-,-
2019,Mali,MLI,Algeria,DZA,45,-,-,-
2019,Mali,MLI,"Burkina Faso",BFA,1020,-,-,-
2019,Mali,MLI,Mauritania,MRT,2737,-,-,-
2019,Mali,MLI,Niger,NER,1447,-,-,-
2019,Myanmar,MMR,Thailand,THA,875,-,-,-
2019,Namibia,NAM,Botswana,BWA,14,-,-,-
2019,Nigeria,NGA,Cameroon,CMR,134,-,-,-
2019,Pakistan,PAK,Indonesia,IDN,6,-,-,-
2019,"Russian Federation",RUS,Azerbaijan,AZE,5,-,-,-
2019,Rwanda,RWA,Congo,COG,10,-,-,-
2019,Rwanda,RWA,"Dem. Rep. of the Congo",COD,2136,-,-,-
2019,Somalia,SOM,Djibouti,DJI,56,-,-,-
2019,Somalia,SOM,India,IND,28,-,-,-
2019,Somalia,SOM,Indonesia,IDN,19,-,-,-
2019,Somalia,SOM,Kenya,KEN,2295,-,-,-
2019,Somalia,SOM,Libya,LBY,114,-,-,-
2019,Somalia,SOM,Sudan,SDN,79,-,-,-
2019,Somalia,SOM,Thailand,THA,5,-,-,-
2019,Somalia,SOM,Yemen,YEM,3645,-,-,-
2019,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,"North Macedonia",MKD,34,-,-,15
2019,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Montenegro,MNE,5,-,-,5
2019,"South Sudan",SSD,"Central African Rep.",CAF,1065,-,-,-
2019,"South Sudan",SSD,"Dem. Rep. of the Congo",COD,5599,-,-,-
2019,"South Sudan",SSD,Ethiopia,ETH,12669,-,-,-
2019,"South Sudan",SSD,Kenya,KEN,1628,-,-,-
2019,"South Sudan",SSD,Sudan,SDN,65106,-,-,-
2019,"South Sudan",SSD,Uganda,UGA,13685,-,-,-
2019,"South Sudan",SSD,"Unknown ",UNK,64,-,-,-
2019,Sudan,SDN,Egypt,EGY,8,-,-,-
2019,Sudan,SDN,Chad,TCD,2060,-,-,-
2019,Sudan,SDN,Indonesia,IDN,8,-,-,-
2019,Sudan,SDN,Israel,ISR,95,-,-,-
2019,Sudan,SDN,Kenya,KEN,15,-,-,-
2019,Sudan,SDN,Uganda,UGA,5,-,-,-
2019,"Syrian Arab Rep.",SYR,Egypt,EGY,484,-,-,-
2019,"Syrian Arab Rep.",SYR,China,CHN,5,-,-,-
2019,"Syrian Arab Rep.",SYR,India,IND,5,-,-,-
2019,"Syrian Arab Rep.",SYR,Iraq,IRQ,8047,-,-,-
2019,"Syrian Arab Rep.",SYR,Jordan,JOR,29409,-,-,-
2019,"Syrian Arab Rep.",SYR,Lebanon,LBN,22728,-,-,-
2019,"Syrian Arab Rep.",SYR,Türkiye,TUR,34303,-,-,-
2019,Togo,TGO,Ghana,GHA,30,-,-,-
2019,Yemen,YEM,Kenya,KEN,5,-,-,-
2019,Zimbabwe,ZWE,Botswana,BWA,132,-,-,-
2019,Afghanistan,AFG,Australia,AUS,-,-,1129,-
2019,Afghanistan,AFG,Canada,CAN,-,-,2493,1396
2019,Afghanistan,AFG,Finland,FIN,-,-,5,-
2019,Afghanistan,AFG,France,FRA,-,-,15,73
2019,Afghanistan,AFG,"United Kingdom of Great Britain and Northern Ireland",GBR,-,-,183,-
2019,Afghanistan,AFG,"New Zealand",NZL,-,-,168,-
2019,Afghanistan,AFG,Sweden,SWE,-,-,131,-
2019,Afghanistan,AFG,"United States of America",USA,-,-,1364,-
2019,Angola,AGO,France,FRA,-,-,5,56
2019,Egypt,EGY,Australia,AUS,-,-,97,-
2019,Egypt,EGY,Canada,CAN,-,-,75,269
2019,Egypt,EGY,France,FRA,-,-,5,42
2019,Egypt,EGY,Sweden,SWE,-,-,5,-
2019,Egypt,EGY,"United States of America",USA,-,-,5,-
2019,Armenia,ARM,"United States of America",USA,-,-,29,-
2019,Bahrain,BHR,Canada,CAN,-,-,5,8
2019,Burundi,BDI,Australia,AUS,-,-,274,-
2019,Burundi,BDI,Canada,CAN,-,-,355,359
2019,Burundi,BDI,"United Kingdom of Great Britain and Northern Ireland",GBR,-,-,5,-
2019,Burundi,BDI,"Netherlands (Kingdom of the)",NLD,-,-,8,15
2019,Burundi,BDI,Sweden,SWE,-,-,70,-
2019,Burundi,BDI,"United States of America",USA,-,-,131,-
2019,Benin,BEN,"United States of America",USA,-,-,5,-
2019,Bangladesh,BGD,Canada,CAN,-,-,8,137
2019,Bhutan,BTN,Australia,AUS,-,-,143,-
2019,Bhutan,BTN,Canada,CAN,-,-,8,285
2019,Bhutan,BTN,"United States of America",USA,-,-,18,-
2019,Belarus,BLR,"United States of America",USA,-,-,58,-
2019,Botswana,BWA,Canada,CAN,-,-,5,63
2019,Cambodia,KHM,Canada,CAN,-,-,8,30
2019,Cambodia,KHM,France,FRA,-,-,10,86
2019,"Central African Rep.",CAF,Australia,AUS,-,-,59,-
2019,"Central African Rep.",CAF,Canada,CAN,-,-,360,24
2019,"Central African Rep.",CAF,France,FRA,-,-,340,26
2019,"Central African Rep.",CAF,"Netherlands (Kingdom of the)",NLD,-,-,5,-
2019,"Central African Rep.",CAF,Norway,NOR,-,-,6,-
2019,"Central African Rep.",CAF,Sweden,SWE,-,-,42,-
2019,"Central African Rep.",CAF,"United States of America",USA,-,-,287,-
2019,Chad,TCD,Australia,AUS,-,-,32,-
2019,Chad,TCD,"United States of America",USA,-,-,8,-
2019,China,CHN,Canada,CAN,-,-,12,718
2019,China,CHN,France,FRA,-,-,10,84
2019,Cameroon,CMR,Canada,CAN,-,-,18,233
2019,Cameroon,CMR,France,FRA,-,-,5,33
2019,Cameroon,CMR,Sweden,SWE,-,-,11,-
2019,Cameroon,CMR,"United States of America",USA,-,-,27,-
2019,Congo,COG,Canada,CAN,-,-,21,50
2019,Congo,COG,Iceland,ISL,-,-,5,-
2019,Congo,COG,"Netherlands (Kingdom of the)",NLD,-,-,32,56
2019,Congo,COG,"New Zealand",NZL,-,-,16,-
2019,"Dem. Rep. of the Congo",COD,Australia,AUS,-,-,1247,-
2019,"Dem. Rep. of the Congo",COD,Canada,CAN,-,-,1404,879
2019,"Dem. Rep. of the Congo",COD,Finland,FIN,-,-,131,-
2019,"Dem. Rep. of the Congo",COD,France,FRA,-,-,20,246
2019,"Dem. Rep. of the Congo",COD,"United Kingdom of Great Britain and Northern Ireland",GBR,-,-,48,-
2019,"Dem. Rep. of the Congo",COD,"Netherlands (Kingdom of the)",NLD,-,-,34,39
2019,"Dem. Rep. of the Congo",COD,Norway,NOR,-,-,1280,-
2019,"Dem. Rep. of the Congo",COD,"New Zealand",NZL,-,-,52,-
2019,"Dem. Rep. of the Congo",COD,Sweden,SWE,-,-,471,-
2019,"Dem. Rep. of the Congo",COD,"United States of America",USA,-,-,11152,-
2019,Colombia,COL,Canada,CAN,-,-,69,929
2019,Colombia,COL,"New Zealand",NZL,-,-,194,-
2019,Colombia,COL,"United States of America",USA,-,-,312,-
2019,Cuba,CUB,Australia,AUS,-,-,6,-
2019,Cuba,CUB,Canada,CAN,-,-,12,142
2019,Cuba,CUB,"United States of America",USA,-,-,5,-
2019,Djibouti,DJI,Canada,CAN,-,-,5,117
2019,Ecuador,ECU,"New Zealand",NZL,-,-,8,-
2019,Eritrea,ERI,Australia,AUS,-,-,393,-
2019,Eritrea,ERI,Canada,CAN,-,-,5405,956
2019,Eritrea,ERI,Finland,FIN,-,-,65,-
2019,Eritrea,ERI,France,FRA,-,-,375,36
2019,Eritrea,ERI,"United Kingdom of Great Britain and Northern Ireland",GBR,-,-,75,-
2019,Eritrea,ERI,Germany,DEU,-,-,35,-
2019,Eritrea,ERI,Italy,ITA,-,-,64,-
2019,Eritrea,ERI,Luxembourg,LUX,-,-,15,-
2019,Eritrea,ERI,"Netherlands (Kingdom of the)",NLD,-,-,56,517
2019,Eritrea,ERI,Norway,NOR,-,-,84,-
2019,Eritrea,ERI,"New Zealand",NZL,-,-,56,-
2019,Eritrea,ERI,Portugal,PRT,-,-,5,-
2019,Eritrea,ERI,Sweden,SWE,-,-,453,-
2019,Eritrea,ERI,"United States of America",USA,-,-,1474,-
2019,Ethiopia,ETH,Australia,AUS,-,-,481,-
2019,Ethiopia,ETH,Canada,CAN,-,-,1304,862
2019,Ethiopia,ETH,France,FRA,-,-,55,7
2019,Ethiopia,ETH,"United Kingdom of Great Britain and Northern Ireland",GBR,-,-,45,-
2019,Ethiopia,ETH,Italy,ITA,-,-,17,-
2019,Ethiopia,ETH,Portugal,PRT,-,-,7,-
2019,Ethiopia,ETH,Sweden,SWE,-,-,374,-
2019,Ethiopia,ETH,"United States of America",USA,-,-,184,-
2019,Gambia,GMB,Canada,CAN,-,-,14,10
2019,Palestinian,PSE,Australia,AUS,-,-,10,-
2019,Palestinian,PSE,Canada,CAN,-,-,82,57
2019,Palestinian,PSE,France,FRA,-,-,5,16
2019,Palestinian,PSE,"United Kingdom of Great Britain and Northern Ireland",GBR,-,-,53,-
2019,Palestinian,PSE,Italy,ITA,-,-,6,-
2019,Palestinian,PSE,"New Zealand",NZL,-,-,56,-
2019,Palestinian,PSE,Spain,ESP,-,-,5,-
2019,Palestinian,PSE,"United States of America",USA,-,-,30,-
2019,Georgia,GEO,"United States of America",USA,-,-,26,-
2019,Guatemala,GTM,Canada,CAN,-,-,9,109
2019,Guatemala,GTM,Uruguay,URY,-,-,5,-
2019,Guatemala,GTM,"United States of America",USA,-,-,150,-
2019,Guinea,GIN,Canada,CAN,-,-,5,86
2019,Guinea,GIN,France,FRA,-,-,5,161
2019,Guinea,GIN,"United States of America",USA,-,-,8,-
2019,Honduras,HND,Australia,AUS,-,-,21,-
2019,Honduras,HND,Canada,CAN,-,-,36,131
2019,Honduras,HND,"United States of America",USA,-,-,65,-
