Extracted:,"United Nations High Commissioner for Refugees"
"Date extracted:","03/12/2023 02:29"
"Last updated:","03/12/2023 02:29"
"Some data presented may differ from statistics published previously due to retroactive changes or the inclusion of previously unavailable data."

"Data table contains the following:",Solutions
"Data table contains the following:",Solutions
"Content type","Total flow figures"
"Data quick link",https://www.unhcr.org/refugee-statistics/download/?url=56trCL
"Data definitions",https://www.unhcr.org/refugee-statistics/methodology/
"Usage licence",https://creativecommons.org/licenses/by/4.0/
"Solution types included","RET,RDP,RST,NAT"
Years:
Origin:,all
"Country of asylum:",all
Year,"Country of origin","Country of origin (ISO)","Country of asylum","Country of asylum (ISO)","Returned refugees","Returned IDPss","Resettlement arrivals",Naturalisation
2019,Hungary,HUN,Brazil,BRA,-,-,5,-
2019,"Cote d'Ivoire",CIV,Canada,CAN,-,-,38,82
2019,"Cote d'Ivoire",CIV,France,FRA,-,-,25,62
2019,"Cote d'Ivoire",CIV,"United States of America",USA,-,-,80,-
2019,India,IND,Australia,AUS,-,-,197,-
2019,India,IND,Canada,CAN,-,-,5,331
2019,Indonesia,IDN,Australia,AUS,-,-,9,-
2019,Indonesia,IDN,Canada,CAN,-,-,6,20
2019,Indonesia,IDN,"New Zealand",NZL,-,-,5,-
2019,"Iran (Islamic Rep. of)",IRN,Australia,AUS,-,-,671,-
2019,"Iran (Islamic Rep. of)",IRN,Canada,CAN,-,-,391,1231
2019,"Iran (Islamic Rep. of)",IRN,"United Kingdom of Great Britain and Northern Ireland",GBR,-,-,8,-
2019,"Iran (Islamic Rep. of)",IRN,"Rep. of Korea",KOR,-,-,5,-
2019,"Iran (Islamic Rep. of)",IRN,"New Zealand",NZL,-,-,7,-
2019,"Iran (Islamic Rep. of)",IRN,Spain,ESP,-,-,77,-
2019,"Iran (Islamic Rep. of)",IRN,"United States of America",USA,-,-,216,-
2019,Iraq,IRQ,Australia,AUS,-,-,8176,-
2019,Iraq,IRQ,Canada,CAN,-,-,3386,3810
2019,Iraq,IRQ,France,FRA,-,-,410,81
2019,Iraq,IRQ,"United Kingdom of Great Britain and Northern Ireland",GBR,-,-,328,-
2019,Iraq,IRQ,Germany,DEU,-,-,52,-
2019,Iraq,IRQ,Ireland,IRL,-,-,19,-
2019,Iraq,IRQ,"Netherlands (Kingdom of the)",NLD,-,-,5,967
2019,Iraq,IRQ,"New Zealand",NZL,-,-,24,-
2019,Iraq,IRQ,Portugal,PRT,-,-,93,-
2019,Iraq,IRQ,Sweden,SWE,-,-,5,-
2019,Iraq,IRQ,"United States of America",USA,-,-,513,-
2019,Jamaica,JAM,Canada,CAN,-,-,7,127
2019,Jamaica,JAM,"United States of America",USA,-,-,9,-
2019,Jordan,JOR,Australia,AUS,-,-,73,-
2019,Jordan,JOR,Canada,CAN,-,-,28,320
2019,Jordan,JOR,France,FRA,-,-,5,5
2019,Jordan,JOR,"New Zealand",NZL,-,-,5,-
2019,Jordan,JOR,"United States of America",USA,-,-,6,-
2019,Kenya,KEN,Australia,AUS,-,-,299,-
2019,Kenya,KEN,Canada,CAN,-,-,8,348
2019,Kenya,KEN,"United States of America",USA,-,-,7,-
2019,Kyrgyzstan,KGZ,"United States of America",USA,-,-,25,-
2019,Liberia,LBR,Canada,CAN,-,-,5,51
2019,Liberia,LBR,Sweden,SWE,-,-,7,-
2019,Liberia,LBR,"United States of America",USA,-,-,63,-
2019,Libya,LBY,Canada,CAN,-,-,7,103
2019,Lebanon,LBN,Australia,AUS,-,-,154,-
2019,Lebanon,LBN,Canada,CAN,-,-,31,289
2019,Lebanon,LBN,"United Kingdom of Great Britain and Northern Ireland",GBR,-,-,5,-
2019,Lebanon,LBN,"United States of America",USA,-,-,5,-
2019,"Sri Lanka",LKA,Canada,CAN,-,-,67,593
2019,"Sri Lanka",LKA,France,FRA,-,-,10,221
2019,"Sri Lanka",LKA,"New Zealand",NZL,-,-,17,-
2019,"Sri Lanka",LKA,"United States of America",USA,-,-,17,-
2019,"Rep. of Moldova",MDA,"United States of America",USA,-,-,326,-
2019,Mali,MLI,Canada,CAN,-,-,146,7
2019,Mali,MLI,France,FRA,-,-,65,112
2019,Mali,MLI,Sweden,SWE,-,-,10,-
2019,Mali,MLI,"United States of America",USA,-,-,5,-
2019,Malaysia,MYS,Australia,AUS,-,-,248,-
2019,Malawi,MWI,Australia,AUS,-,-,100,-
2019,Morocco,MAR,Canada,CAN,-,-,11,23
2019,Myanmar,MMR,Australia,AUS,-,-,1217,-
2019,Myanmar,MMR,Canada,CAN,-,-,150,254
2019,Myanmar,MMR,Japan,JPN,-,-,20,-
2019,Myanmar,MMR,"Rep. of Korea",KOR,-,-,31,-
2019,Myanmar,MMR,Norway,NOR,-,-,6,-
2019,Myanmar,MMR,"New Zealand",NZL,-,-,226,-
2019,Myanmar,MMR,Sweden,SWE,-,-,5,-
2019,Myanmar,MMR,"United States of America",USA,-,-,4681,-
2019,Namibia,NAM,Canada,CAN,-,-,11,81
2019,Nepal,NPL,Australia,AUS,-,-,159,-
2019,Nepal,NPL,Canada,CAN,-,-,5,628
2019,Nepal,NPL,"United States of America",USA,-,-,14,-
2019,Nigeria,NGA,Canada,CAN,-,-,78,599
2019,Nigeria,NGA,France,FRA,-,-,165,14
2019,Nigeria,NGA,Sweden,SWE,-,-,10,-
2019,Pakistan,PAK,Australia,AUS,-,-,245,-
2019,Pakistan,PAK,Canada,CAN,-,-,936,1289
2019,Pakistan,PAK,"United Kingdom of Great Britain and Northern Ireland",GBR,-,-,38,-
2019,Pakistan,PAK,"New Zealand",NZL,-,-,55,-
2019,Pakistan,PAK,Sweden,SWE,-,-,24,-
2019,Pakistan,PAK,"United States of America",USA,-,-,216,-
2019,Philippines,PHL,Canada,CAN,-,-,6,31
2019,"Russian Federation",RUS,Norway,NOR,-,-,9,-
2019,"Russian Federation",RUS,"United States of America",USA,-,-,173,-
2019,Rwanda,RWA,Australia,AUS,-,-,61,-
2019,Rwanda,RWA,Canada,CAN,-,-,104,170
2019,Rwanda,RWA,Finland,FIN,-,-,5,-
2019,Rwanda,RWA,Sweden,SWE,-,-,15,-
2019,Rwanda,RWA,"United States of America",USA,-,-,25,-
2019,"El Salvador",SLV,Australia,AUS,-,-,34,-
2019,"El Salvador",SLV,Brazil,BRA,-,-,25,-
2019,"El Salvador",SLV,Canada,CAN,-,-,13,220
2019,"El Salvador",SLV,Sweden,SWE,-,-,5,-
2019,"El Salvador",SLV,Uruguay,URY,-,-,6,-
2019,"El Salvador",SLV,"United States of America",USA,-,-,301,-
2019,"Saudi Arabia",SAU,Australia,AUS,-,-,41,-
2019,"Saudi Arabia",SAU,Canada,CAN,-,-,5,238
2019,Senegal,SEN,Finland,FIN,-,-,6,-
2019,Senegal,SEN,France,FRA,-,-,15,29
2019,Senegal,SEN,Sweden,SWE,-,-,6,-
2019,Senegal,SEN,"United States of America",USA,-,-,14,-
2019,"Sierra Leone",SLE,Canada,CAN,-,-,5,34
2019,"Sierra Leone",SLE,"United Kingdom of Great Britain and Northern Ireland",GBR,-,-,5,-
2019,Somalia,SOM,Australia,AUS,-,-,13,-
2019,Somalia,SOM,Canada,CAN,-,-,2469,1106
2019,Somalia,SOM,Finland,FIN,-,-,41,-
2019,Somalia,SOM,France,FRA,-,-,80,8
2019,Somalia,SOM,"United Kingdom of Great Britain and Northern Ireland",GBR,-,-,233,-
2019,Somalia,SOM,Germany,DEU,-,-,374,-
2019,Somalia,SOM,Luxembourg,LUX,-,-,9,-
2019,Somalia,SOM,"Netherlands (Kingdom of the)",NLD,-,-,5,1030
2019,Somalia,SOM,Norway,NOR,-,-,15,-
2019,Somalia,SOM,"New Zealand",NZL,-,-,22,-
2019,Somalia,SOM,Portugal,PRT,-,-,6,-
2019,Somalia,SOM,Sweden,SWE,-,-,768,-
2019,Somalia,SOM,"United States of America",USA,-,-,272,-
2019,"Viet Nam",VNM,Canada,CAN,-,-,42,80
2019,"Viet Nam",VNM,"United States of America",USA,-,-,78,-
2019,"South Sudan",SSD,Australia,AUS,-,-,9,-
2019,"South Sudan",SSD,Canada,CAN,-,-,220,28
2019,"South Sudan",SSD,France,FRA,-,-,15,-
2019,"South Sudan",SSD,"United Kingdom of Great Britain and Northern Ireland",GBR,-,-,32,-
2019,"South Sudan",SSD,Germany,DEU,-,-,114,-
2019,"South Sudan",SSD,"Netherlands (Kingdom of the)",NLD,-,-,23,-
2019,"South Sudan",SSD,Norway,NOR,-,-,425,-
2019,"South Sudan",SSD,Portugal,PRT,-,-,42,-
2019,"South Sudan",SSD,Sweden,SWE,-,-,223,-
2019,"South Sudan",SSD,"United States of America",USA,-,-,45,-
2019,Stateless,XXA,"United Kingdom of Great Britain and Northern Ireland",GBR,-,-,13,-
2019,Stateless,XXA,Sweden,SWE,-,-,6,-
2019,Sudan,SDN,Australia,AUS,-,-,146,-
2019,Sudan,SDN,Canada,CAN,-,-,645,423
2019,Sudan,SDN,Finland,FIN,-,-,21,-
2019,Sudan,SDN,France,FRA,-,-,1210,65
2019,Sudan,SDN,"United Kingdom of Great Britain and Northern Ireland",GBR,-,-,150,-
2019,Sudan,SDN,Germany,DEU,-,-,296,-
2019,Sudan,SDN,Iceland,ISL,-,-,5,-
2019,Sudan,SDN,Italy,ITA,-,-,10,-
2019,Sudan,SDN,Luxembourg,LUX,-,-,8,-
2019,Sudan,SDN,"Netherlands (Kingdom of the)",NLD,-,-,76,57
2019,Sudan,SDN,Norway,NOR,-,-,131,-
2019,Sudan,SDN,"New Zealand",NZL,-,-,5,-
2019,Sudan,SDN,Portugal,PRT,-,-,53,-
2019,Sudan,SDN,Sweden,SWE,-,-,363,-
2019,Sudan,SDN,"United States of America",USA,-,-,374,-
2019,"Syrian Arab Rep.",SYR,Australia,AUS,-,-,1626,-
2019,"Syrian Arab Rep.",SYR,Belgium,BEL,-,-,239,-
2019,"Syrian Arab Rep.",SYR,Bulgaria,BGR,-,-,55,-
2019,"Syrian Arab Rep.",SYR,Canada,CAN,-,-,8930,5274
2019,"Syrian Arab Rep.",SYR,Finland,FIN,-,-,444,-
2019,"Syrian Arab Rep.",SYR,France,FRA,-,-,2735,185
2019,"Syrian Arab Rep.",SYR,"United Kingdom of Great Britain and Northern Ireland",GBR,-,-,4341,-
2019,"Syrian Arab Rep.",SYR,Germany,DEU,-,-,4011,-
2019,"Syrian Arab Rep.",SYR,Croatia,HRV,-,-,98,-
2019,"Syrian Arab Rep.",SYR,Iceland,ISL,-,-,49,-
2019,"Syrian Arab Rep.",SYR,Ireland,IRL,-,-,764,12
2019,"Syrian Arab Rep.",SYR,Italy,ITA,-,-,373,-
2019,"Syrian Arab Rep.",SYR,"Netherlands (Kingdom of the)",NLD,-,-,1350,2088
2019,"Syrian Arab Rep.",SYR,Norway,NOR,-,-,820,-
2019,"Syrian Arab Rep.",SYR,"New Zealand",NZL,-,-,103,-
2019,"Syrian Arab Rep.",SYR,Portugal,PRT,-,-,170,-
2019,"Syrian Arab Rep.",SYR,Romania,ROU,-,-,74,-
2019,"Syrian Arab Rep.",SYR,Spain,ESP,-,-,744,-
2019,"Syrian Arab Rep.",SYR,Sweden,SWE,-,-,2161,-
2019,"Syrian Arab Rep.",SYR,Switzerland,CHE,-,-,968,-
2019,"Syrian Arab Rep.",SYR,"United States of America",USA,-,-,631,-
2019,"United Rep. of Tanzania",TZA,Australia,AUS,-,-,150,-
2019,"United Rep. of Tanzania",TZA,Canada,CAN,-,-,5,73
2019,Thailand,THA,Australia,AUS,-,-,311,-
2019,Tibetan,TIB,Australia,AUS,-,-,155,-
2019,Tajikistan,TJK,Canada,CAN,-,-,5,15
2019,Turkmenistan,TKM,"United States of America",USA,-,-,18,-
2019,Togo,TGO,Canada,CAN,-,-,16,34
2019,"Trinidad and Tobago",TTO,Canada,CAN,-,-,5,20
2019,Tunisia,TUN,Canada,CAN,-,-,9,31
2019,Tunisia,TUN,France,FRA,-,-,5,7
2019,Türkiye,TUR,Australia,AUS,-,-,37,-
2019,Türkiye,TUR,Canada,CAN,-,-,28,275
2019,Türkiye,TUR,Finland,FIN,-,-,11,-
2019,Türkiye,TUR,Sweden,SWE,-,-,10,-
2019,Uganda,UGA,Australia,AUS,-,-,101,-
2019,Uganda,UGA,Canada,CAN,-,-,77,163
2019,Uganda,UGA,"United Kingdom of Great Britain and Northern Ireland",GBR,-,-,16,-
2019,Uganda,UGA,Iceland,ISL,-,-,16,-
2019,Uganda,UGA,Sweden,SWE,-,-,42,-
2019,Uganda,UGA,"United States of America",USA,-,-,12,-
2019,"Unknown ",UNK,Australia,AUS,-,-,75,-
2019,"Unknown ",UNK,Canada,CAN,-,-,335,-
2019,"Unknown ",UNK,Finland,FIN,-,-,15,-
2019,"Unknown ",UNK,"United Kingdom of Great Britain and Northern Ireland",GBR,-,-,23,-
2019,"Unknown ",UNK,Luxembourg,LUX,-,-,5,-
2019,"Unknown ",UNK,"Netherlands (Kingdom of the)",NLD,-,-,270,521
2019,"Unknown ",UNK,Norway,NOR,-,-,17,-
2019,"Unknown ",UNK,Switzerland,CHE,-,-,31,-
2019,Ukraine,UKR,"United States of America",USA,-,-,4013,-
2019,"United States of America",USA,Canada,CAN,-,-,18,317
2019,Uzbekistan,UZB,"United States of America",USA,-,-,15,-
2019,"Venezuela (Bolivarian Republic of)",VEN,Australia,AUS,-,-,41,-
2019,"Venezuela (Bolivarian Republic of)",VEN,Canada,CAN,-,-,5,119
2019,"Venezuela (Bolivarian Republic of)",VEN,"United States of America",USA,-,-,9,-
2019,Yemen,YEM,Canada,CAN,-,-,106,69
2019,Yemen,YEM,Finland,FIN,-,-,5,-
2019,Yemen,YEM,France,FRA,-,-,10,-
2019,Yemen,YEM,"United Kingdom of Great Britain and Northern Ireland",GBR,-,-,11,-
2019,Yemen,YEM,Germany,DEU,-,-,5,-
2019,Yemen,YEM,"Netherlands (Kingdom of the)",NLD,-,-,6,12
2019,Yemen,YEM,Norway,NOR,-,-,10,-
2019,Yemen,YEM,Sweden,SWE,-,-,15,-
2019,Zimbabwe,ZWE,Canada,CAN,-,-,5,144
2019,Zimbabwe,ZWE,Sweden,SWE,-,-,5,-
2019,Afghanistan,AFG,Belarus,BLR,-,-,-,10
2019,Afghanistan,AFG,"Netherlands (Kingdom of the)",NLD,-,-,-,613
2019,Afghanistan,AFG,Ukraine,UKR,-,-,-,48
2019,Albania,ALB,Canada,CAN,-,-,-,102
2019,Albania,ALB,France,FRA,-,-,-,28
2019,Algeria,DZA,Canada,CAN,-,-,-,72
2019,Algeria,DZA,France,FRA,-,-,-,39
2019,Algeria,DZA,"Netherlands (Kingdom of the)",NLD,-,-,-,5
2019,Angola,AGO,Canada,CAN,-,-,-,21
2019,Angola,AGO,"Netherlands (Kingdom of the)",NLD,-,-,-,10
2019,Egypt,EGY,"Netherlands (Kingdom of the)",NLD,-,-,-,58
2019,Argentina,ARG,Canada,CAN,-,-,-,13
2019,Armenia,ARM,Canada,CAN,-,-,-,21
2019,Armenia,ARM,France,FRA,-,-,-,92
2019,Armenia,ARM,"Netherlands (Kingdom of the)",NLD,-,-,-,36
2019,Azerbaijan,AZE,Armenia,ARM,-,-,-,73
2019,Azerbaijan,AZE,Canada,CAN,-,-,-,20
2019,Azerbaijan,AZE,France,FRA,-,-,-,58
2019,Azerbaijan,AZE,"Netherlands (Kingdom of the)",NLD,-,-,-,20
2019,Azerbaijan,AZE,Ukraine,UKR,-,-,-,5
2019,Barbados,BRB,Canada,CAN,-,-,-,10
2019,Burundi,BDI,France,FRA,-,-,-,14
2019,Belgium,BEL,Canada,CAN,-,-,-,5
2019,Benin,BEN,Canada,CAN,-,-,-,17
2019,Bangladesh,BGD,France,FRA,-,-,-,145
2019,Bangladesh,BGD,Ireland,IRL,-,-,-,5
2019,Bangladesh,BGD,"Netherlands (Kingdom of the)",NLD,-,-,-,9
2019,Bahamas,BHS,Canada,CAN,-,-,-,20
2019,Bhutan,BTN,"Netherlands (Kingdom of the)",NLD,-,-,-,8
2019,"Burkina Faso",BFA,Canada,CAN,-,-,-,16
2019,"Burkina Faso",BFA,France,FRA,-,-,-,5
2019,Belarus,BLR,Canada,CAN,-,-,-,15
2019,Belarus,BLR,France,FRA,-,-,-,8
2019,Belarus,BLR,"Netherlands (Kingdom of the)",NLD,-,-,-,6
2019,"Bolivia (Plurinational State of)",BOL,Canada,CAN,-,-,-,5
2019,Brazil,BRA,Canada,CAN,-,-,-,6
2019,"Bosnia and Herzegovina",BIH,Canada,CAN,-,-,-,26
2019,"Bosnia and Herzegovina",BIH,France,FRA,-,-,-,34
2019,"Bosnia and Herzegovina",BIH,Croatia,HRV,-,-,-,29
2019,"Bosnia and Herzegovina",BIH,"Netherlands (Kingdom of the)",NLD,-,-,-,9
2019,Bulgaria,BGR,Canada,CAN,-,-,-,20
2019,Chad,TCD,Canada,CAN,-,-,-,54
2019,Chad,TCD,France,FRA,-,-,-,16
2019,China,CHN,"Netherlands (Kingdom of the)",NLD,-,-,-,198
2019,Chile,CHL,Canada,CAN,-,-,-,12
2019,Cameroon,CMR,Ireland,IRL,-,-,-,7
2019,Cameroon,CMR,"Netherlands (Kingdom of the)",NLD,-,-,-,6
2019,Congo,COG,France,FRA,-,-,-,65
2019,Congo,COG,Ukraine,UKR,-,-,-,5
2019,"Dem. Rep. of the Congo",COD,Ireland,IRL,-,-,-,5
2019,Comoros,COM,France,FRA,-,-,-,5
2019,Colombia,COL,"Costa Rica",CRI,-,-,-,29
2019,Colombia,COL,France,FRA,-,-,-,5
2019,Colombia,COL,"Netherlands (Kingdom of the)",NLD,-,-,-,14
2019,Cuba,CUB,"Costa Rica",CRI,-,-,-,5
2019,Cyprus,CYP,Canada,CAN,-,-,-,7
2019,Czechia,CZE,Canada,CAN,-,-,-,11
2019,Djibouti,DJI,France,FRA,-,-,-,8
2019,"Dominican Rep.",DOM,Canada,CAN,-,-,-,23
2019,Ecuador,ECU,Canada,CAN,-,-,-,14
2019,Ethiopia,ETH,"Netherlands (Kingdom of the)",NLD,-,-,-,76
2019,Fiji,FJI,Canada,CAN,-,-,-,14
2019,France,FRA,Canada,CAN,-,-,-,16
2019,Gabon,GAB,Canada,CAN,-,-,-,8
2019,Gambia,GMB,"Netherlands (Kingdom of the)",NLD,-,-,-,7
2019,Palestinian,PSE,"Netherlands (Kingdom of the)",NLD,-,-,-,5
2019,"United Kingdom of Great Britain and Northern Ireland",GBR,Canada,CAN,-,-,-,18
2019,Georgia,GEO,Canada,CAN,-,-,-,47
2019,Georgia,GEO,France,FRA,-,-,-,44
2019,Georgia,GEO,"Netherlands (Kingdom of the)",NLD,-,-,-,11
2019,Germany,DEU,Canada,CAN,-,-,-,13
2019,Ghana,GHA,Canada,CAN,-,-,-,66
2019,Ghana,GHA,France,FRA,-,-,-,5
2019,Guinea-Bissau,GNB,France,FRA,-,-,-,10
2019,Greece,GRC,Canada,CAN,-,-,-,73
2019,Grenada,GRD,Canada,CAN,-,-,-,16
2019,Guinea,GIN,"Netherlands (Kingdom of the)",NLD,-,-,-,73
2019,Guyana,GUY,Canada,CAN,-,-,-,19
2019,Haiti,HTI,Canada,CAN,-,-,-,904
2019,Haiti,HTI,France,FRA,-,-,-,55
2019,"China, Hong Kong SAR",HKG,Canada,CAN,-,-,-,5
2019,Honduras,HND,"Costa Rica",CRI,-,-,-,5
2019,Honduras,HND,Ireland,IRL,-,-,-,5
2019,Honduras,HND,Mexico,MEX,-,-,-,5
2019,Croatia,HRV,Canada,CAN,-,-,-,17
2019,Hungary,HUN,Canada,CAN,-,-,-,80
2019,"Cote d'Ivoire",CIV,"Netherlands (Kingdom of the)",NLD,-,-,-,25
2019,"Iran (Islamic Rep. of)",IRN,France,FRA,-,-,-,56
2019,"Iran (Islamic Rep. of)",IRN,"Netherlands (Kingdom of the)",NLD,-,-,-,513
2019,Iraq,IRQ,Bulgaria,BGR,-,-,-,5
2019,Israel,ISR,Canada,CAN,-,-,-,30
2019,Italy,ITA,Canada,CAN,-,-,-,10
2019,Jamaica,JAM,"Netherlands (Kingdom of the)",NLD,-,-,-,11
2019,Jordan,JOR,"Netherlands (Kingdom of the)",NLD,-,-,-,14
2019,Japan,JPN,Canada,CAN,-,-,-,5
2019,Kazakhstan,KAZ,Canada,CAN,-,-,-,22
2019,Kazakhstan,KAZ,France,FRA,-,-,-,10
2019,Kazakhstan,KAZ,"Netherlands (Kingdom of the)",NLD,-,-,-,5
2019,Kyrgyzstan,KGZ,France,FRA,-,-,-,6
2019,"Rep. of Korea",KOR,Canada,CAN,-,-,-,17
2019,"Dem. People's Rep. of Korea",PRK,"Netherlands (Kingdom of the)",NLD,-,-,-,7
2019,Kuwait,KWT,Canada,CAN,-,-,-,103
2019,Kuwait,KWT,Ireland,IRL,-,-,-,5
2019,"Lao People's Dem. Rep.",LAO,France,FRA,-,-,-,54
2019,"Lao People's Dem. Rep.",LAO,"Netherlands (Kingdom of the)",NLD,-,-,-,6
2019,Liberia,LBR,"Netherlands (Kingdom of the)",NLD,-,-,-,10
2019,Libya,LBY,France,FRA,-,-,-,6
2019,Libya,LBY,"Netherlands (Kingdom of the)",NLD,-,-,-,14
2019,"Saint Lucia",LCA,Canada,CAN,-,-,-,168
2019,Lebanon,LBN,France,FRA,-,-,-,5
2019,"Sri Lanka",LKA,"Netherlands (Kingdom of the)",NLD,-,-,-,93
2019,Latvia,LVA,Canada,CAN,-,-,-,5
2019,Madagascar,MDG,France,FRA,-,-,-,7
2019,Mauritania,MRT,Canada,CAN,-,-,-,32
2019,Mauritania,MRT,France,FRA,-,-,-,75
2019,"North Macedonia",MKD,Canada,CAN,-,-,-,22
2019,"Rep. of Moldova",MDA,Canada,CAN,-,-,-,12
2019,"Rep. of Moldova",MDA,France,FRA,-,-,-,5
2019,Mexico,MEX,Canada,CAN,-,-,-,588
2019,Malaysia,MYS,Canada,CAN,-,-,-,48
2019,Malawi,MWI,Canada,CAN,-,-,-,12
2019,Montenegro,MNE,Canada,CAN,-,-,-,20
2019,Mongolia,MNG,Canada,CAN,-,-,-,16
2019,Mongolia,MNG,France,FRA,-,-,-,7
2019,Morocco,MAR,France,FRA,-,-,-,9
2019,Morocco,MAR,"Netherlands (Kingdom of the)",NLD,-,-,-,6
2019,Mozambique,MOZ,Canada,CAN,-,-,-,5
2019,Myanmar,MMR,France,FRA,-,-,-,12
2019,Myanmar,MMR,"Netherlands (Kingdom of the)",NLD,-,-,-,76
2019,Nepal,NPL,"Netherlands (Kingdom of the)",NLD,-,-,-,47
2019,Niger,NER,Canada,CAN,-,-,-,9
2019,Nicaragua,NIC,Canada,CAN,-,-,-,20
2019,Nicaragua,NIC,"Costa Rica",CRI,-,-,-,5
2019,Nigeria,NGA,Ireland,IRL,-,-,-,9
2019,Nigeria,NGA,"Netherlands (Kingdom of the)",NLD,-,-,-,26
2019,Oman,OMN,Canada,CAN,-,-,-,7
2019,Pakistan,PAK,France,FRA,-,-,-,16
2019,Pakistan,PAK,"Netherlands (Kingdom of the)",NLD,-,-,-,94
2019,Peru,PER,Canada,CAN,-,-,-,53
2019,Peru,PER,France,FRA,-,-,-,5
2019,Poland,POL,Canada,CAN,-,-,-,37
2019,Qatar,QAT,Canada,CAN,-,-,-,11
2019,Romania,ROU,Canada,CAN,-,-,-,12
2019,"South Africa",ZAF,Canada,CAN,-,-,-,129
2019,"Russian Federation",RUS,Canada,CAN,-,-,-,193
2019,"Russian Federation",RUS,France,FRA,-,-,-,183
2019,"Russian Federation",RUS,"Netherlands (Kingdom of the)",NLD,-,-,-,34
2019,"Russian Federation",RUS,Ukraine,UKR,-,-,-,5
2019,Rwanda,RWA,France,FRA,-,-,-,70
2019,Rwanda,RWA,"Netherlands (Kingdom of the)",NLD,-,-,-,5
2019,"El Salvador",SLV,"Costa Rica",CRI,-,-,-,5
2019,"El Salvador",SLV,Mexico,MEX,-,-,-,10
2019,Senegal,SEN,Canada,CAN,-,-,-,46
2019,Senegal,SEN,Guinea-Bissau,GNB,-,-,-,5501
2019,Senegal,SEN,"Netherlands (Kingdom of the)",NLD,-,-,-,7
2019,"Sierra Leone",SLE,France,FRA,-,-,-,5
2019,"Sierra Leone",SLE,"Netherlands (Kingdom of the)",NLD,-,-,-,44
2019,Somalia,SOM,Ireland,IRL,-,-,-,5
2019,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Canada,CAN,-,-,-,59
2019,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,France,FRA,-,-,-,122
2019,"Viet Nam",VNM,France,FRA,-,-,-,42
2019,"Viet Nam",VNM,Ukraine,UKR,-,-,-,5
2019,Stateless,XXA,"Netherlands (Kingdom of the)",NLD,-,-,-,4645
2019,Stateless,XXA,Ukraine,UKR,-,-,-,5
2019,Sudan,SDN,Ireland,IRL,-,-,-,5
2019,Slovakia,SVK,Canada,CAN,-,-,-,6
2019,Eswatini,SWZ,Canada,CAN,-,-,-,25
2019,Sweden,SWE,Canada,CAN,-,-,-,8
2019,Switzerland,CHE,Canada,CAN,-,-,-,5
2019,"Syrian Arab Rep.",SYR,"Rep. of Moldova",MDA,-,-,-,5
2019,"Syrian Arab Rep.",SYR,Ukraine,UKR,-,-,-,7
2019,Thailand,THA,Canada,CAN,-,-,-,311
2019,Tajikistan,TJK,"Netherlands (Kingdom of the)",NLD,-,-,-,5
2019,Tajikistan,TJK,Ukraine,UKR,-,-,-,5
2019,Togo,TGO,France,FRA,-,-,-,21
2019,Togo,TGO,"Netherlands (Kingdom of the)",NLD,-,-,-,5
2019,Türkiye,TUR,France,FRA,-,-,-,54
2019,Türkiye,TUR,"Netherlands (Kingdom of the)",NLD,-,-,-,23
2019,"United Arab Emirates",ARE,Canada,CAN,-,-,-,112
2019,Uganda,UGA,"Netherlands (Kingdom of the)",NLD,-,-,-,55
2019,"Unknown ",UNK,Belgium,BEL,-,-,-,2397
2019,Ukraine,UKR,Canada,CAN,-,-,-,116
2019,Ukraine,UKR,France,FRA,-,-,-,21
2019,Ukraine,UKR,Ireland,IRL,-,-,-,5
2019,Ukraine,UKR,"Netherlands (Kingdom of the)",NLD,-,-,-,5
2019,Uruguay,URY,Canada,CAN,-,-,-,9
2019,Uzbekistan,UZB,Canada,CAN,-,-,-,31
2019,Uzbekistan,UZB,"Rep. of Moldova",MDA,-,-,-,5
2019,Uzbekistan,UZB,"Netherlands (Kingdom of the)",NLD,-,-,-,11
2019,"Saint Vincent and the Grenadines",VCT,Canada,CAN,-,-,-,164
2019,"Venezuela (Bolivarian Republic of)",VEN,"Costa Rica",CRI,-,-,-,8
2019,"Venezuela (Bolivarian Republic of)",VEN,Mexico,MEX,-,-,-,20
2019,"Western Sahara",ESH,France,FRA,-,-,-,5
2019,Zambia,ZMB,Canada,CAN,-,-,-,22
2019,Zimbabwe,ZWE,"Netherlands (Kingdom of the)",NLD,-,-,-,5
2019,"Central African Rep.",CAF,"Central African Rep.",CAF,-,90672,-,-
2019,Cameroon,CMR,Cameroon,CMR,-,347923,-,-
2019,Congo,COG,Congo,COG,-,5312,-,-
2019,"Dem. Rep. of the Congo",COD,"Dem. Rep. of the Congo",COD,-,2134349,-,-
2019,Ethiopia,ETH,Ethiopia,ETH,-,1303736,-,-
2019,Iraq,IRQ,Iraq,IRQ,-,431130,-,-
2019,Libya,LBY,Libya,LBY,-,4369,-,-
2019,"Sri Lanka",LKA,"Sri Lanka",LKA,-,10363,-,-
2019,Mali,MLI,Mali,MLI,-,35101,-,-
2019,Myanmar,MMR,Myanmar,MMR,-,1641,-,-
2019,Nigeria,NGA,Nigeria,NGA,-,18356,-,-
2019,Pakistan,PAK,Pakistan,PAK,-,18,-,-
2019,Philippines,PHL,Philippines,PHL,-,115106,-,-
2019,Somalia,SOM,Somalia,SOM,-,22555,-,-
